"links";"titulos";"abstrac"
"http://www.scielo.mec.pt/scielo.php?script=sci_arttext&pid=S1645-72502012000100004&lang=pt";"Fatores intraescolares associados ao abandono escolar no Chile: um estudo de caso";"|                                                                                                                      |                                                                                                                                                             The present article has as its main objective to identify the internal school factors which comparatively have a stronger impact on primary level dropout rates among boys and girls from Cerro Navia, namely one area of the Santiago city in Chile which is known for its high poverty levels. The study is based on qualitative information obtained from semi-structured interviews applied to two different samples of 25 cases each: the first one based on school leavers and the second one based on boys and girls who remain at the school system. This information was analyzed following the principles of the discourse analysis and is referred to the perceptions of the boys and girls and their families about the internal school factors which affect dropout and retention in public schools in Cerro Navia. The results allow to establishing significant differences between the educational trajectories of school leavers and vulnerable students and at the same time shed some light about the kind of measures which could be taken by schools themselves in order to prevent its students from dropping out.                                        O presente artigo tem como objetivo central identificar os fatores de caráter intraescolar que, quando comparados, têm maior incidência no abandono escolar no ciclo primário de crianças de ambos os sexos que vivem em Cerro Navia, uma zona da cidade de Santiago do Chile que se caracteriza por elevados índices de pobreza. A informação qualitativa que serve de base a este trabalho foi obtida através de entrevistas semi-estruturadas aplicadas a duas amostras de 25 casos: uma de menores que abandonaram a escola e outra composta por crianças de ambos os sexos com perfil idêntico que permanecem na escola. Esta informação foi analisada segundo os princípios da análise do discurso e refere-se à perceção dos próprios menores, assim como das suas famílias em relação aos fatores intraescolares de abandono escolar e de permanência dos alunos em escolas públicas de Cerro Navia. Os resultados permitem observar diferenças importantes nos percursos educativos dos que abandonaram a escola e dos que permaneceram na escola, o que indicia o tipo de ações que poderiam adotar os próprios estabelecimentos de ensino de modo a prevenir a abandono escolar precoce dos seus estudantes."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22282005000200006&lang=pt";"Estudio Exploratorio Sobre la Visión de Salud de un Grupo de Adolescentes Hombres Desertores del Sistema Escolar de la Comuna de Santiago, Chile: Sus Necesidades, Aspiraciones, Prioridades y Propuestas";"|                                                                                                                                                                                                                                                                                                                                                                     El artículo da luces sobre los desafíos que plantea abordar a los adolescentes hombres desertores del sistema escolar desde la salud, considerando que éstos por décadas han quedado desplazados como foco de atención. Resulta relevante poder comprender sus propias dinámicas para desarrollar estrategias efectivas de promoción y prevención. Se utilizó un diseño descriptivo-analítico relacional, haciendo uso de metodología cualitativa, con una muestra intencionada de 41 adolescentes hombres. Se usó la entrevista semi-estructurada con áreas temáticas focalizadas y el modelo de la Grounded Theory para la recolección y análisis de la información. Los resultados ayudan a comprender la visión de salud de un grupo de adolescentes hombres, construyendo un modelo comprensivo general sustentado en su vivencia de la salud escindida.                                        The article provides some insights regarding the challenges involved in approaching male adolescents who have dropped out of school, from the perspective of health, considering that for decades they have been ignored as a focus of attention. It is relevant to understand their own dynamics in order to develop effective promotion and prevention strategies. A relational descriptive-analytical design was chosen, using a qualitative approach, with an intentional sample of 41 male adolescents. A semistructured interview with focused thematic areas was designed and the Grounded Theory model was used to gather and analyze the data. The results contribute to an understanding of the way a group of male adolescents view health, constructing a comprehensive general model based on their split health experience."
"http://www.scielo.org.co/scielo.php?script=sci_arttext&pid=S0123-417X2018000300242&lang=pt";"DIFERENCIAS EN ANSIEDAD ESCOLAR EN FUNCIÓN DEL SEXO Y EL CURSO ACADEMICO EN UNA MUESTRA DE ESTUDIANTES CHILENOS DE EDUCACIÓN BÁSICA";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         Resumen La literatura informa que la prevalencia de la ansiedad en edad infantil ha aumentado exponencialmente durante las últimas décadas, lo que ha generado la necesidad de monitorear de forma permanente los estados emocionales, principalmente en niños, y así evitar las dificultades de esta problemática. El objetivo fue establecer diferencias en ansiedad escolar en función del sexo y el curso académico en estudiantes chilenos de educación básica. Para esto se contó con 3212 alumnos de 30 colegios de Ñuble, en Chile, 1639 niñas y 1573 niños, en edades entre los ocho y los 15 años (M = 10,05, DT = 1,01). La ansiedad escolar se evaluó con el Inventario de ansiedad escolar para educación primaria, el cual evalúa tres sistemas de respuesta (cognitiva, conductual y psicofisiológica), y cuatro factores situacionales (ansiedad ante el castigo escolar, ansiedad ante la victimización, ansiedad ante la evaluación social y ansiedad ante la evaluación y el fracaso escolar). Los resultados indican que las niñas presentan niveles de ansiedad significativamente mayores que los niños, aunque de pequeña magnitud. Con respecto al curso académico, se observan diferencias estadísticamente significativas entre 4° y 5°, entre 4° y 6° y entre 5° y 6° año. Estos resultados corroboran los obtenidos en investigaciones previas y alertan sobre su permanencia en el tiempo.                                        Abstract The literature reports that the prevalence of anxiety in childhood has increased exponentially during the last decades, generating with it the need to permanently monitor emotional states mainly in children and thus avoid the difficulties of this problem. The objective was to establish differences in school anxiety according to gender and academic course in Chilean students of basic education. The sample consisted of 3212 students from 30 schools in Ñuble, in Chile, 1639 girls and 1573 children and ages between 8 and 15 years (M = 10,05, DT = 1,01), school anxiety was evaluated with the School Anxiety Inventory for children of Elementary Education, which evaluates three response systems (cognitive, behavioral and psychophysiological), and four situational factors (anxiety about social assessment, anxiety about evaluation and school failure, school punishment and anxiety about victimization). The results indicate that girls have significantly higher anxiety levels than boys, although of small magnitude. Regarding the academic year, there are statistically significant differences between 4th and 5th, between 4th and 6th and between 5th and 6th year. These results corroborate those obtained in previous research and alert about the permanence of them over time."
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782017000400231&lang=pt";"Educación de adultos en Chile: percepciones y valoraciones de sus beneficiarios";"|                                                                                                                      |                                                                                                         |                         e                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        RESUMEN El propósito del artículo es analizar las percepciones de los beneficiarios de la principal modalidad de educación de adultos en Chile respecto de su experiencia educativa. El estudio se basa en un enfoque empírico analítico, y diseño no experimental. La muestra cuantitativa se obtuvo por conglomerados representativos de centros educativos de Santiago de Chile y permitió encuestar a 252 individuos que asisten a la modalidad regular. La muestra cualitativa consideró 30 estudiantes que fueron abordados por la vía de entrevistas estructuradas. Los resultados confirman que esta población proviene de grupos con bajo nivel socioeconómico, con historial de fracaso escolar reiterado, y que la representación del fracaso escolar la asocian a desempeños individuales más que a factores de contexto. Es por ello que el fracaso es percibido como un acto de irresponsabilidad, aun cuando los antecedentes muestran que el fenómeno es multicausal, donde intervienen factores externos e internos al sistema escolar.                                        ABSTRACT The purpose of this paper is to analyze the perceptions and assessments of the beneficiaries of the main modality of adult education in Chile with regard to their educational experience. The study is based on an analytical empirical approach, and non-experimental design. A quantitative representative sample was obtained by clusters of schools in Santiago de Chile and allowed to survey 252 individuals attending the regular modality. The qualitative sample considered 30 students who were approached through structured interviews. The results confirm that this population comes from lower socioeconomic groups, with a history of repeated academic failure, but also support the conclusion that the representation of school failure is associated with individual performances rather than contextual factors. School failure is presented as an act of personal irresponsibility, even though the antecedents show it is a multicausal phenomenon, where external and internal factors intervene in the school system.                                        RESUMO O objetivo do trabalho é analisar as percepções e avaliações dos beneficiários do principal sistema de educação de adultos no que diz respeito à sua experiência educacional. O estudo baseia-se numa abordagem empírico-analítica de design não experimental. A amostra quantitativa foi obtida por agrupamentos, representativos de centros educativos da cidade de Santiago do Chile, e permitiu o levantamento de 252 casos. A amostra qualitativa considerou 30 alunos que foram abordados por meio de entrevistas estruturadas. Os resultados confirmam que essa população vem de grupos com baixo nível socioeconômico, com um histórico de insucesso escolar repetido, no qual a consequência do fracasso escolar é associada aos desempenhos individuais, em vez de a fatores externos. Por isso o fracasso é assumido como um ato de irresponsabilidade pessoal, mesmo quando os antecedentes mostram que o fenômeno é multicausal, em que intervêm fatores externos e internos ao sistema escolar."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-07052008000100003&lang=pt";"EL MODELO DIALOGICO DE LA PEDAGOGÍA: UN APORTE DESDE LAS EXPERIENCIAS DE COMUNIDADES DE APRENDIZAJE";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         En el transcurso de las dos últimas décadas en distintos contextos (España, Brasil, Chile) han emergido proyectos de transformación de los centros educativos -en escuelas que atienden alumnado en vulnerabilidad social y económica-, conocidos como Comunidades de Aprendizaje, cuya característica primordial es el involucramiento de toda la comunidad para conseguir aprendizajes de calidad en todo su alumnado. En la revisión de la abundante documentación publicada a la fecha que recoge todos estos proyectos de transformación de la escuela se descubre un nuevo modelo pedagógico implícito que, sin embargo, todavía no está sistematizado como tal en la bibliografía hoy existente. Este artículo realiza esa sistematización mediante el uso instrumental de categorías teóricas especializadas (concepto de educación, tipo de construcción de la persona, tipo de sociedad, enfoque curricular, modelo de aprendizaje, modelo didáctico y concepto de evaluación) y propone la emergencia de un nuevo modelo pedagógico que denominamos modelo dialógico de la pedagogía. De esta forma se intenta contribuir al campo específico de la pedagogía, en la sistematización de una alternativa pedagógica que resuelve efectivamente los problemas de fracaso, absentismo y conflicto escolar.                                        Over the last two decades a transfor-mational project has emerged in different contexts (Spain, Brazil and Chile) in schools that are mostly attended by pupils from vulnerable social and economic backgrounds. This project is entitled Learning Communities. The fundamental characteristic of this project is the involvement of the whole community in order to achieve a quality education for every pupil. When examining the abundant documents that have been published to date about this project, a new educational model comes to light. However, this model is still not systematised as such in the existing bibliography. This article will carry out that systematisation through the instrumental use of specialised theoretical categories (educational conceptualization, type of personal construction, type of society, focus of the curriculum, educational model, didactic model and concept of evaluation) and will propose a new educational model which has been entitled the dialogic educational model. In this way an attempt is being made in this article to contribute to the specific field of education, by systematising an educational alternative which efficiently resolves problems such school failure, absenteism and school conflicts."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0717-95532007000200006&lang=pt";"FACTORES DE RIESGO BIOPSICOSOCIAL QUE INFLUYEN EN EL FRACASO ESCOLAR EN ALUMNOS VULNERABLES DE ESCUELAS MUNICIPALIZADAS DE LA COMUNA DE SAN PEDRO DE LA PAZ, 2005";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         Estudio descriptivo correlacional de corte transversal, cuyo propósito fue conocer las características de salud en las dimensiones biológicas y psicosociales de escolares de alta vulnerabilidad y relacionarlas con su rendimiento y fracaso escolar. El grupo de estudio estuvo constituido por 148 escolares de segundo año básico, de dos escuelas de San Pedro de la Paz, Concepción, Chile, cuyos índices de vulnerabilidad escolar correspondían a 62% y 46,3% respectivamente, según encuesta de la Junta Nacional de Auxilio Escolar y Becas (JUNAEB). Los datos recolectados a través de un examen de salud y entrevista se registraron en una ficha elaborada por el proyecto del Fondo Nacional de Desarrollo Científico y Tecnológico (FONDECYT) N° 1040622. Los resultados señalaron que en la dimensión biológica, las niñas tuvieron más tendencia al sobrepeso: el 43,7% de los niños presentaron caries y el 26,8% no tenían hábitos de sueño, estas variables se relacionaron con el rendimiento escolar en Matemáticas y promedio general de notas. En la dimensión psicosocial, el 16,9% de los escolares vivían en familias monoparentales, el 34,5 % recibió castigo psicológico en su hogar y el 17,6% no recibió ayuda para hacer las tareas. Los escolares refirieron agrado por la escuela y les gustó su profesora como modelo para aprender. Se puede concluir que el estado de salud de los niños y niñas era aceptable, que les gustaba ir a la escuela. Los factores de fracaso escolar principalmente son: por la falta de apoyo en tareas y por factores de riesgo que existían en sus familias como: alcoholismo, violencia intrafamiliar, cesantía y consumo de drogas                                        This is a descriptive correlational study whose overall purpose was to know biological and psychosocial characteristics of elementary school students from highly vulnerable areas. The relationship between these characteristics and school failure was also examined. The study group was formed by 148 grade two students from two high risk schools in San Pedro de la Paz, Concepción, Chile. According to the National School Support and Scholarships Board (JUNAEB) vulnerability indices for these schools were 62% and 46.3% respectively. Data collection was done through a health assessment session and an interview based on a questionnaire developed for a FONDECYT-funded research grant No 1040622. Results showed that in the biological dimension, girls tended to be overweight, 43.7% of boys had dental cavities, and 26.8% did not have good sleep habits. These variables were significantly related to both students' performance in Mathematics and the student's grade point average. In the psychosocial dimension, 16.9% of students lived in single-parent families, 34.5% of them suffered from psychological abuse in their homes, and 17.6% did not receive any help at home to do their homework. Students reported enjoying both their school and their school teacher as a learning model. We conclude that the health status of both boys and girls was acceptable and that students enjoyed going to school. Among risk factors for school failure were lack of support to do school homework and family factors including domestic violence, alcohol consumption, and unemployment"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982019000100203&lang=pt";"aATÍCULO - LA PEDAGOGIA DEL OPRIMIDO, LA INVESTIGACIÓN EN SALA DE CLASES Y LOS PROFESORES COMO INVESTIGADORES";"|                                                                                                                      |                                                                                                         |                         e                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        RESUMEN: Hace 50 años Paulo Freire escribió “La Pedagogía del Oprimido”. Realiza, desde su posición histórica del momento, una lectura dialéctica de una contradicción fundamental de la sociedad y la educación: entre opresores y oprimidos, debiendo la educación posicionarse al lado de estos, contribuyendo a la concientización como superación entre denuncia de un mundo injusto y anuncio de un mundo nuevo. Aquí se re-lee dicho libro desde la investigación en sala de clases realizada por profesores co-investigadores junto a los estudiantes. Una investigación realizada en Chile sobre un proceso investigativo en escuelas, liceos y centros de educación de jóvenes y adultos, analiza opiniones en entrevistas, conversatorios y reuniones de docentes que aplican la metodología, debatiendo una cuestión central: a 50 años de la propuesta de Freire ¿la investigación en sala de clases, según profesores que la desarrollan, puede entenderse como una posibilidad de pedagogía liberadora de los oprimidos?                                        ABSTRACT: Paulo Freire wrote Pedagogia do Oprimido 50 years ago. It acomplishes, from its historic position of the moment, a dialectical reading of a fundamental contradiction of society and education: a contradiction between oppressors and oppressed people. Education should be developed for the oppressed people and with them, contributing to awareness as a way to overcome the denunciation of an unjust world and the announcement of a new world. In this paper, the book is reread from classroom inquiries developed by teachers and their students as co-researchers. These inquiries were carried out in Chile at schools, lyceums and youth and adult education centers, and opinions were analyzed through interviews, talks and meetings of teachers who have applied the methodology, debating a central question: 50 years after the publication of Freire’s book, can research developed by teachers in classroom be understood as a possibility of a liberating pedagogy of the oppressed?                                        RESUMO: Há cinquenta anos, Paulo Freire escreveu Pedagogia do Oprimido. O livro, a partir de sua posição histórica de momento, realiza uma leitura dialética de uma contradição fundamental da sociedade e da educação: entre opressores e oprimidos, devendo a educação posicionar-se ao lado destes, contribuindo à conscientização como superação entre a denúncia de um mundo injusto e o anúncio de um novo mundo. Neste artigo, há uma releitura do livro a partir da pesquisa em sala de aula realizada por professores, e tendo estudantes como co-investigadores. Uma pesquisa realizada no Chile sobre o processo investigativo em escolas, colégios e centros de educação de jovens e adultos analisa entrevistas, debates e reuniões de docentes que aplicam a metodologia, debatendo uma questão central: 50 anos depois da proposta de Freire, a investigação em sala de aula, desenvolvida por professores, pode ser compreendida como uma possibilidade de pedagogia libertadora dos oprimidos?"
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1413-24782017000400231&lang=pt";"Educación de adultos en Chile: percepciones y valoraciones de sus beneficiarios";"|                                                                                                                      |                                                                                                         |                         e                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        RESUMEN El propósito del artículo es analizar las percepciones de los beneficiarios de la principal modalidad de educación de adultos en Chile respecto de su experiencia educativa. El estudio se basa en un enfoque empírico analítico, y diseño no experimental. La muestra cuantitativa se obtuvo por conglomerados representativos de centros educativos de Santiago de Chile y permitió encuestar a 252 individuos que asisten a la modalidad regular. La muestra cualitativa consideró 30 estudiantes que fueron abordados por la vía de entrevistas estructuradas. Los resultados confirman que esta población proviene de grupos con bajo nivel socioeconómico, con historial de fracaso escolar reiterado, y que la representación del fracaso escolar la asocian a desempeños individuales más que a factores de contexto. Es por ello que el fracaso es percibido como un acto de irresponsabilidad, aun cuando los antecedentes muestran que el fenómeno es multicausal, donde intervienen factores externos e internos al sistema escolar.                                        ABSTRACT The purpose of this paper is to analyze the perceptions and assessments of the beneficiaries of the main modality of adult education in Chile with regard to their educational experience. The study is based on an analytical empirical approach, and non-experimental design. A quantitative representative sample was obtained by clusters of schools in Santiago de Chile and allowed to survey 252 individuals attending the regular modality. The qualitative sample considered 30 students who were approached through structured interviews. The results confirm that this population comes from lower socioeconomic groups, with a history of repeated academic failure, but also support the conclusion that the representation of school failure is associated with individual performances rather than contextual factors. School failure is presented as an act of personal irresponsibility, even though the antecedents show it is a multicausal phenomenon, where external and internal factors intervene in the school system.                                        RESUMO O objetivo do trabalho é analisar as percepções e avaliações dos beneficiários do principal sistema de educação de adultos no que diz respeito à sua experiência educacional. O estudo baseia-se numa abordagem empírico-analítica de design não experimental. A amostra quantitativa foi obtida por agrupamentos, representativos de centros educativos da cidade de Santiago do Chile, e permitiu o levantamento de 252 casos. A amostra qualitativa considerou 30 alunos que foram abordados por meio de entrevistas estruturadas. Os resultados confirmam que essa população vem de grupos com baixo nível socioeconômico, com um histórico de insucesso escolar repetido, no qual a consequência do fracasso escolar é associada aos desempenhos individuais, em vez de a fatores externos. Por isso o fracasso é assumido como um ato de irresponsabilidade pessoal, mesmo quando os antecedentes mostram que o fenômeno é multicausal, em que intervêm fatores externos e internos ao sistema escolar."
"http://www.scielo.org.ar/scielo.php?script=sci_arttext&pid=S1668-81042015000200010&lang=pt";"Educación de adultos, hegemonía - subalternidad. Una investigación cualitativa en Bahia Blanca - Argentina";"|                                                                                                                      |                                                                                                                                                             We will present the results of a Doctoral Thesis on History that addresses the relations of hegemony - subalternity occurred in the pedagogical processes unwrapped under the 'daily life- - in its diachrony and synchrony - of men and women, most of them migrants from Chile and Patagonia Argentina who attended to adult schools in the city of Bahia Blanca beween.1999-2003. This research work used qualitative methodologies (ethno graphic field work, participative methodologies, oral history). Oral sources and written sources were triangulated. The results of this research study can contribute to know and explain the cultural and educational processes of subaltern groups, both, in regard to the relationship of speech with the processes of hegemony as the place of children in society in the of colonial capitalism context, the relationship between education and culture as well as to understand the place of women, girls, youths and adults in labor relation. The different dimensions where popular culture is displayed (speaking, work, games, literature, religion, music) have allowed us to have access to the context in which relations of hegemony-subalternity and where process of subjectivization occur and how these processes are lived. We looked into the experience of adult education in the present of the participants of the workshops. We developed a reflection around the hegemony in the theoretical tradition of Marxism. This study is a contribution for both theoretical elaboration as well as the methodology since it has allowed us to validate qualitative research methods, oral history and participant methodologies for research in the field of education                                        Expondremos los resultados de una Tesis Doctoral en Historia que aborda las relaciones de hegemonía - subalternidad que se han dado en los procesos pedagógicos desenvueltos en el marco de la vida cotidiana -en su diacronía y sincronía- de hombres y mujeres, en su mayoría migrantes de Chile y de la patagonia argentina y que concurrían a escuelas de adultos en la ciudad de Bahía Blanca entre 1999-2003. En la investigación se emplearon metodologías eminentemente cualitativas (trabajo de campo etnográfico, metodologías participativas, historia oral). Se triangularon fuentes orales con documentos escritos. Los resultados de esta investigación pueden contribuir a conocer y explicar los procesos culturales y educacionales de los grupos subalternos, tanto en lo que hace a la relación del habla con los procesos de hegemonía como al lugar de los niños en las sociedades en el contexto del capitalismo colonial, la relación entre escolarización y cultura, así como a comprender el lugar de las mujeres, niñas, jóvenes y adultas en relación al trabajo. Las distintas dimensiones en las que se despliega la cultura popular (habla, trabajo, juegos, literatura, religiosidad, música) nos han permitido acceder al contexto en que se inscriben las relaciones de hegemonía-subalternidad en que se dan los procesos de subjetivación y cómo se viven estos procesos. Se indaga también en la experiencia de la educación de adultos en el presente de los participantes de los talleres. Desarrollamos asimismo en el trabajo una reflexión en torno a la hegemonía en la tradición teórica del marxismo. Este estudio constituye un aporte tanto a nivel de elaboración teórica como desde lo metodológico puesto que nos ha permitido validar los métodos de investigación cualitativa, la historia oral y las metodologías participativas para la investigación en el campo de la educación"
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-69242014000300007&lang=pt";"Educación de adultos e inclusión social en Chile";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                         Pese al gran volumen de población con escolaridad incompleta que se observa en la actualidad en Chile, la re-escolarización no ha constituido una prioridad para los gobiernos. El presente artículo analiza el perfil de los estudiantes que frecuentan este tipo de programas y su grado de inclusión social a dinámicas sociales. La caracterización se hizo por medio de una encuesta a beneficiarios de programas de re-escolarización y de un índice de inclusión social. El análisis de estos programas muestra una realidad compleja, con grandes diferencias entre los diferentes tipos de programas y al interior de ellos. Existen personas integradas al sistema, con trabajo estable y familias a su cargo; y otras con mayor vulnerabilidad y en riesgo social. Estas situaciones se traducen en un abanico de problemas sociales, distintos niveles de inserción societal-laboral, y expectativas futuras disímiles. Dicha diferenciación da cuenta de distintos grados de inclusión o exclusión a nivel de sistema, lo cual obliga al Estado a enfrentar la educación de adultos, haciéndose cargo de dicha diversidad, independiente del nivel de vulnerabilidad que esta población presente.                                        Despite the large number of people with incomplete schooling currently observed in Chile, back-to-school programs have not been a government priority. This article analyzes the profiles of students that use this type of programs, and the degree to which this leads to social inclusion and dynamics. In order to characterize them, we used a survey filled out by beneficiaries of back-to-school programs and a social inclusion index. The analysis of these programs reveals a complex reality, with large differences, both across the various types of programs and inside them. Some people do integrate into the system. They have a steady job and up bring their families, while some others are more vulnerable and at social risk. These situations map into a wide spectrum of social problems, different levels of societal and job insertion, and unequal future expectations. These differences reveal different degrees of inclusion or exclusion at the system level, which in turn compel the Administration to deal with adult education, facing that there is a diversity of realities, regardless of the level of vulnerability of this population."
"http://www.scielo.cl/scielo.php?script=sci_arttext&pid=S0718-22362014000100008&lang=pt";"La Educación de Adultos en Chile: Experiencias y Expectativas de los Estudiantes de la Modalidad Regular";"|                                                                                                                      |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     Hoy nos vemos enfrentados al reto continuo de adaptarnos a las exigencias de un mundo en constante cambio. En este contexto, la educación adquiere una importancia fundamental, en especial los programas dirigidos a la población mayor de 18 años que no ha concluido sus estudios primarios y/o secundarios, ello considerando las consecuencias negativas que la escolaridad incompleta tiene sobre las personas adultas. En este contexto, el presente artículo tiene como objetivo central indagar -desde una perspectiva cualitativa- en las experiencias y expectativas de los estudiantes de la principal modalidad de educación de adultos existente en Chile, la modalidad regular. Los resultados muestran que las motivaciones para retomar los estudios escolares se asocian tanto a factores de carácter práctico como personales. Además, se destacan entre los factores de permanencia al interior de esta modalidad la buena convivencia, así como el apoyo brindado por las familias y los profesores.                                        Hoje enfrentamos o desafio continuo da adaptação às exigências de um mundo em constante mudança. Neste contexto, a educação adquire uma importância fundamental, em especial os programas dirigidos à população maior de 18 anos que não concluiu o ensino primário ou o secundário, isto considerando as consequências negativas que a escolaridade incompleta tem nas pessoas adultas. Neste contexto, o presente artigo tem por objetivo central indagar -de uma perspectiva qualitativa- nas experiências e expectativas dos estudantes da principal modalidade de educação de adultos que existe no Chile, a modalidade regular. Os resultados mostram que as motivações para retomar os estudos se associam tanto com fatores de caráter prático quanto com os pessoais. Além disso, destacam entre os fatores de permanência no interior desta modalidade a boa convivência, assim como o apoio outorgado pelas famílias e os professores.                                        Today we face the ongoing challenge of adapting to the demands of a changing world. In this context, education is fundamental, especially programs for the population over 18 years old who have not completed primary/secondary school, considering negative consequences that incomplete schooling has on adults. In this context, the main objective of this article is to investigate, from a qualitative perspective, the experiences and expectations of students in the main mode of adult education existing in Chile, the regular mode. The results show that the motivations to resume schooling are associated with both practical and personal factors. In addition, among the important factors to stay within this mode are conviviality as well as the support provided by families and teachers."
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0102-46982011000300007&lang=pt";"Investigación en aula en educación de adultos: el proyecto nuestra escuela pregunta su opinión-nepso";"|                                                                                                                      |                                                                                                         |                         e                                                                                                                                                                                                                                                                                                                            El artículo reflexiona sobre aprendizajes de la aplicación de una metodología de investigación participativa en aula, basada en encuestas de opinión (Nuestra Escuela Pregunta Su Opinión-NEPSO). Uno de los niveles educativos en que se desarrolla es el de la Educación de Adultos. Desde el año 2005 el Centro Integrado de Educación de Adultos Lefxarv de la Región de La Araucanía en Chile lo impulsa con un proyecto educativo intercultural. Esta innovación pedagógica ha ido abarcando el conjunto de los diversos niveles en que este CEIA estructura su organización curricular: metodología de investigación en aula a través de encuestas de opinión. El artículo presenta su proceso pedagógico y resultados referidos a logros de aprendizajes, integración curricular, diversidad y trabajo docente, reflexiona sobre ellos y discute una evaluación a partir de un estudio de impactos de la metodología en los aprendizajes y de otra información analítica complementaria recogida desde los procesos de autoformación docente y de sistematización.                                        The article reflects on learning outcomes arising from the application of a participative, investigative methodology in the classroom, based on the questionnaire (Our School Asks Your Opinion - NEPSO). One of the educational levels in which it has been evolving, is that of Adult Education. Since 2005, the Integrated Adult Education Centre, Lefxarv of the Araucania Region, Chile, has helped to develop it with their InterCultural Education Project. This pedagogical innovation has managed to include the diverse set of levels that the CEIA uses to structures its curriculum: a classroom investigation methodology dependant on the use of public opinion surveys. This article presents the pedagogical process and the results, referring to the learning achievements, curricular integration, diversity and educational work, reflecting on these and discussing an evaluation which commences from an impact study of the methodology and the learning achievements and of other complementary analytical information, identified from the outset of the self developmental educational processes and their systematisation."
"http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0101-73302002008100005&lang=pt";"Acerca del dominio del código de la escritura en América Latina y su relación con los desafíos actuales: conclusiones de una investigación en siete países de América Latina";"|                                                                                                                      |                                                                                                         |                         e                                                                                                                This article approaches the decreases in illiteracy rates in Latin America indicating that, even in the countries where such rates are lower, the adult population without complete education still represents a very high percentage. It also exposes some conclusions of the research sponsored by UNESCO/OREALC, that focused on the literacy of adult populations in the capital or main cities of Argentina, Brazil, Colombia, Chile, Mexico, Paraguay and Venezuela from both quantitative and qualitative perspectives. The most important result highlighted is that in those countries complete education does not guarantee one masters reading and mathematics skills. The importance of the use of competence, specially at work, and the relevance of such variables as parents' schooling and place of birth, among others, are also stressed. At the same time, the study draws the attention to the importance of considering the Youth and Adult Education in the educational reforms, especially owing to the requirements of our information and knowledge society, under which the adult population is already working.                                        El artículo presenta la disminución de las tasas de alfabetización en América Latina, mostrando sin embargo que, incluso en los países en que esas tasas son muy reducidas, la población adulta con escolaridad incompleta representa un alto porcentaje. Más adelante, expone algunas conclusiones de la investigación - patrocinada por UNESCO/OREALC - que intentaba estudiar el alfabetismo de la población adulta en la capital o ciudades principales de Argentina, Brasil, Colombia, Chile, México, Paraguay y Venezuela, tanto en su fase cuantitativa como cualitativa. Como principal resultado destaca que en esos países, la escolaridad completa no garantiza un verdadero dominio de las competencias de lectura y matemáticas. Igualmente señala la importancia del uso de las habilidades, especialmente en el trabajo, y la relevancia que tienen en los resultados variables como la escolaridad de los padres, la zona de nacimiento, entre otras. Es, al mismo tiempo, una llamada de atención acerca de la importancia de considerar en las reformas educacionales emprendidas por los países a la Educación de Personas Jóvenes y Adultas, especialmente dadas las exigencias que demanda la sociedad de la información y el conocimiento a personas que ya se encuentran insertas en el campo laboral."
